cell_id,perturbation_id,alpha,summary_type,g_harm,g_harm_lower,g_harm_upper,raw_p_value,adjusted_p_value,rank,family_size,family_id,favorable,rejected,direction,state,classification
d2_10,p12,0.4,alpha_specific,0.027933333333333317,0.007931666666666644,0.04754166666666662,0.01043989560104399,0.13571864281357188,17,29,d2_10shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_10,p12,0.5,alpha_specific,0.030000000000000016,0.008333333333333352,0.052068333333333335,0.01043989560104399,0.13571864281357188,17,29,d2_10shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_10,p12,0.65,alpha_specific,0.035533333333333326,0.009333333333333327,0.060606666666666614,0.01043989560104399,0.13571864281357188,17,29,d2_10shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_10,p12,0.8,alpha_specific,0.046866666666666675,0.016923333333333374,0.07586833333333334,0.01043989560104399,0.13571864281357188,17,29,d2_10shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_10,p12,,integrated,0.024491666666666665,0.00753083333333336,0.04111812499999998,0.01043989560104399,0.13571864281357188,17,29,d2_10shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_20,p08,0.05,alpha_specific,0.011333333333333341,-0.0009333333333333216,0.023466666666666684,9.99990000099999e-06,0.00028999710002899974,1,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p08,0.1,alpha_specific,0.06673333333333333,0.04539999999999999,0.08879999999999999,9.99990000099999e-06,0.00028999710002899974,1,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p08,0.2,alpha_specific,0.2275333333333333,0.17426666666666665,0.27846999999999994,9.99990000099999e-06,0.00028999710002899974,1,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p08,0.3,alpha_specific,0.3489333333333333,0.27426666666666666,0.424005,9.99990000099999e-06,0.00028999710002899974,1,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p08,0.4,alpha_specific,0.42300000000000004,0.3395916666666667,0.50707,9.99990000099999e-06,0.00028999710002899974,1,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p08,0.5,alpha_specific,0.4667333333333333,0.37893333333333334,0.5521366666666667,9.99990000099999e-06,0.00028999710002899974,1,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p08,0.65,alpha_specific,0.5089333333333335,0.4179933333333334,0.5946049999999999,9.99990000099999e-06,0.00028999710002899974,1,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p08,0.8,alpha_specific,0.5396,0.45026000000000005,0.6238133333333332,9.99990000099999e-06,0.00028999710002899974,1,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p08,,integrated,0.3241,0.2651385416666667,0.3813341666666667,9.99990000099999e-06,0.00028999710002899974,1,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p09,0.05,alpha_specific,0.001466666666666662,-0.007133333333333324,0.009866666666666666,1.999980000199998e-05,0.0005199948000519996,4,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p09,0.1,alpha_specific,-0.011733333333333354,-0.018333333333333337,-0.005531666666666701,1.999980000199998e-05,0.0005199948000519996,4,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p09,0.2,alpha_specific,-0.03260000000000001,-0.04946833333333335,-0.014730000000000017,1.999980000199998e-05,0.0005199948000519996,4,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p09,0.3,alpha_specific,-0.06959999999999998,-0.10040166666666665,-0.036731666666666656,1.999980000199998e-05,0.0005199948000519996,4,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p09,0.4,alpha_specific,-0.12166666666666665,-0.16507666666666662,-0.0758616666666667,1.999980000199998e-05,0.0005199948000519996,4,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p09,0.5,alpha_specific,-0.1532,-0.204335,-0.09984333333333346,1.999980000199998e-05,0.0005199948000519996,4,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p09,0.65,alpha_specific,-0.1546,-0.20473666666666668,-0.10339333333333336,1.999980000199998e-05,0.0005199948000519996,4,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p09,0.8,alpha_specific,-0.14933333333333332,-0.19806833333333335,-0.09999666666666669,1.999980000199998e-05,0.0005199948000519996,4,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p09,,integrated,-0.08640833333333334,-0.114559375,-0.055907291666666685,1.999980000199998e-05,0.0005199948000519996,4,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p10,0.05,alpha_specific,-0.010133333333333336,-0.025871666666666647,0.004601666666666672,0.0005799942000579994,0.011019889801101988,11,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p10,0.1,alpha_specific,-0.05726666666666668,-0.08260333333333332,-0.03226500000000004,0.0005799942000579994,0.011019889801101988,11,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p10,0.2,alpha_specific,-0.08273333333333334,-0.116935,-0.04912833333333334,0.0005799942000579994,0.011019889801101988,11,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p10,0.3,alpha_specific,-0.0674,-0.09580333333333335,-0.039528333333333346,0.0005799942000579994,0.011019889801101988,11,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p10,0.4,alpha_specific,-0.052000000000000005,-0.077135,-0.027665000000000033,0.0005799942000579994,0.011019889801101988,11,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p10,0.5,alpha_specific,-0.03406666666666665,-0.059869999999999986,-0.006788333333333375,0.0005799942000579994,0.011019889801101988,11,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p10,0.65,alpha_specific,-0.019733333333333318,-0.04273499999999999,0.006671666666666652,0.0005799942000579994,0.011019889801101988,11,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p10,0.8,alpha_specific,-0.015066666666666652,-0.036333333333333315,0.011201666666666662,0.0005799942000579994,0.011019889801101988,11,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p10,,integrated,-0.0423,-0.06316666666666665,-0.021015833333333334,0.0005799942000579994,0.011019889801101988,11,29,d2_20shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_20,p11,0.05,alpha_specific,0.013666666666666669,0.005865000000000035,0.021399999999999985,0.002819971800281997,0.04793952060479395,13,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p11,0.1,alpha_specific,0.02386666666666669,0.009665000000000005,0.038335,0.002819971800281997,0.04793952060479395,13,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p11,0.2,alpha_specific,0.033133333333333355,0.013728333333333386,0.052736666666666696,0.002819971800281997,0.04793952060479395,13,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p11,0.3,alpha_specific,0.03806666666666668,0.010730000000000042,0.06573833333333333,0.002819971800281997,0.04793952060479395,13,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p11,0.4,alpha_specific,0.051,0.012128333333333338,0.0898733333333333,0.002819971800281997,0.04793952060479395,13,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p11,0.5,alpha_specific,0.07693333333333335,0.02853166666666669,0.12487499999999999,0.002819971800281997,0.04793952060479395,13,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p11,0.65,alpha_specific,0.09700000000000002,0.038533333333333336,0.1554749999999999,0.002819971800281997,0.04793952060479395,13,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p11,0.8,alpha_specific,0.13213333333333335,0.058196666666666674,0.2058683333333333,0.002819971800281997,0.04793952060479395,13,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p11,,integrated,0.05822500000000001,0.023433125000000013,0.09295187499999999,0.002819971800281997,0.04793952060479395,13,29,d2_20shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_20,p12,0.05,alpha_specific,0.003799999999999997,-0.00026666666666667443,0.007866666666666666,0.06096939030609694,0.5487245127548724,21,29,d2_20shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_20,p12,0.1,alpha_specific,0.005733333333333364,-0.0011999999999999492,0.01326666666666671,0.06096939030609694,0.5487245127548724,21,29,d2_20shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_20,p12,0.2,alpha_specific,0.009466666666666675,-0.0005333333333333351,0.019868333333333356,0.06096939030609694,0.5487245127548724,21,29,d2_20shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_20,p12,0.3,alpha_specific,0.011933333333333332,-0.0020683333333333647,0.02606666666666667,0.06096939030609694,0.5487245127548724,21,29,d2_20shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_20,p12,0.4,alpha_specific,0.01506666666666667,-0.0024699999999999904,0.03246833333333334,0.06096939030609694,0.5487245127548724,21,29,d2_20shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_20,p12,0.5,alpha_specific,0.018933333333333344,0.0001316666666666682,0.03713499999999999,0.06096939030609694,0.5487245127548724,21,29,d2_20shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_20,p12,0.65,alpha_specific,0.0278,0.002066666666666657,0.053339999999999964,0.06096939030609694,0.5487245127548724,21,29,d2_20shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_20,p12,0.8,alpha_specific,0.03640000000000001,0.0017316666666666583,0.06980333333333331,0.06096939030609694,0.5487245127548724,21,29,d2_20shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_20,p12,,integrated,0.016141666666666672,0.00042416666666667566,0.03156083333333333,0.06096939030609694,0.5487245127548724,21,29,d2_20shot:protocol_ab,True,False,favorable,tested,not_rejected
d4,p08,0.05,alpha_specific,0.18013548611206182,0.16640121289890478,0.19539216783211322,9.99990000099999e-06,0.00028999710002899974,1,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p08,0.1,alpha_specific,0.7122860532613574,0.6561436830505827,0.773268848475601,9.99990000099999e-06,0.00028999710002899974,1,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p08,0.2,alpha_specific,2.8372445417297607,2.6133827842725514,3.0802742047666065,9.99990000099999e-06,0.00028999710002899974,1,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p08,0.3,alpha_specific,6.378919728087567,5.873703727198881,6.925927176223693,9.99990000099999e-06,0.00028999710002899974,1,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p08,0.4,alpha_specific,11.337780297127944,10.438941959012938,12.311122532336363,9.99990000099999e-06,0.00028999710002899974,1,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p08,0.5,alpha_specific,17.713318732405106,16.309641785091483,19.235215823423182,9.99990000099999e-06,0.00028999710002899974,1,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p08,0.65,alpha_specific,29.933857970700032,27.563521568248152,32.50777994821167,9.99990000099999e-06,0.00028999710002899974,1,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p08,0.8,alpha_specific,45.34252417462212,41.753635482132054,49.24351562312234,9.99990000099999e-06,0.00028999710002899974,1,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p08,,integrated,14.304508373005744,13.171173024823082,15.534094189134748,9.99990000099999e-06,0.00028999710002899974,1,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p09,0.05,alpha_specific,0.027898870594005185,0.024785363487023045,0.03179572976383391,9.99990000099999e-06,0.00028999710002899974,2,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p09,0.1,alpha_specific,0.11635446281852456,0.10981095114361093,0.1237707227963379,9.99990000099999e-06,0.00028999710002899974,2,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p09,0.2,alpha_specific,0.5066293557129156,0.4916521615917172,0.5214274473005004,9.99990000099999e-06,0.00028999710002899974,2,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p09,0.3,alpha_specific,1.192392005984273,1.1634787683792012,1.2209960353363742,9.99990000099999e-06,0.00028999710002899974,2,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p09,0.4,alpha_specific,2.1739261030729597,2.1249499963275715,2.2226308492340348,9.99990000099999e-06,0.00028999710002899974,2,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p09,0.5,alpha_specific,3.4432844850967115,3.3684824695211595,3.519245046009266,9.99990000099999e-06,0.00028999710002899974,2,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p09,0.65,alpha_specific,5.8807934383329705,5.752762701249367,6.0104763169778135,9.99990000099999e-06,0.00028999710002899974,2,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p09,0.8,alpha_specific,8.957502528244316,8.763196790815538,9.153441511428976,9.99990000099999e-06,0.00028999710002899974,2,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p09,,integrated,2.7873476562320847,2.7269533469318374,2.848835754517669,9.99990000099999e-06,0.00028999710002899974,2,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p10,0.05,alpha_specific,0.23474794029423582,0.22318676266527213,0.2480580669481295,9.99990000099999e-06,0.00028999710002899974,3,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p10,0.1,alpha_specific,0.9614632962081991,0.9167918860593559,1.0121660339630894,9.99990000099999e-06,0.00028999710002899974,3,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p10,0.2,alpha_specific,3.8966255835730617,3.7192096836263975,4.101358410713457,9.99990000099999e-06,0.00028999710002899974,3,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p10,0.3,alpha_specific,8.81889501117008,8.418869927578527,9.280787464565575,9.99990000099999e-06,0.00028999710002899974,3,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p10,0.4,alpha_specific,15.726584554175567,15.017680943432216,16.549644825836356,9.99990000099999e-06,0.00028999710002899974,3,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p10,0.5,alpha_specific,24.61319568541668,23.506708101984568,25.899806829169997,9.99990000099999e-06,0.00028999710002899974,3,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p10,0.65,alpha_specific,41.64872809431161,39.7771681642178,43.823186162270765,9.99990000099999e-06,0.00028999710002899974,3,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p10,0.8,alpha_specific,63.131488510338265,60.29465768533131,66.42648552143582,9.99990000099999e-06,0.00028999710002899974,3,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p10,,integrated,19.87896608443596,18.984057968498195,20.917241295769504,9.99990000099999e-06,0.00028999710002899974,3,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p11,0.05,alpha_specific,-0.00035055732530266126,-0.0009708301990856265,0.0005084672498783887,5.999940000599994e-05,0.0005999940000599994,20,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p11,0.1,alpha_specific,-0.0003901248321876249,-0.001353208026485564,0.0007538999464581362,5.999940000599994e-05,0.0005999940000599994,20,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p11,0.2,alpha_specific,-0.0002551492177264282,-0.0013293330453766536,0.0009598625446535253,5.999940000599994e-05,0.0005999940000599994,20,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p11,0.3,alpha_specific,0.00039553595602710663,-0.0006872056041977302,0.0014172663533223513,5.999940000599994e-05,0.0005999940000599994,20,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p11,0.4,alpha_specific,0.001100869833206722,1.6979473141629406e-05,0.0020859367531810063,5.999940000599994e-05,0.0005999940000599994,20,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p11,0.5,alpha_specific,0.0018647718974715926,0.0006758072901451204,0.0028592760219853996,5.999940000599994e-05,0.0005999940000599994,20,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p11,0.65,alpha_specific,0.004801576551328085,0.003123842664796216,0.00671384247159206,5.999940000599994e-05,0.0005999940000599994,20,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p11,0.8,alpha_specific,0.007657798135892722,0.006173117018918167,0.00910427269941374,5.999940000599994e-05,0.0005999940000599994,20,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p11,,integrated,0.0018530901248386895,0.00083691315698308,0.002832846037712844,5.999940000599994e-05,0.0005999940000599994,20,29,d4_full_domain_core:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d4,p12,0.05,alpha_specific,-0.00042689375211638184,-0.0006760917317105317,-0.00019844207738392813,0.4335356646433536,1.0,24,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d4,p12,0.1,alpha_specific,2.557418926246254e-05,-0.0007955960841706107,0.0009660797305154559,0.4335356646433536,1.0,24,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d4,p12,0.2,alpha_specific,-0.00010029070370314125,-0.0012725974494337863,0.0011584293621386555,0.4335356646433536,1.0,24,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d4,p12,0.3,alpha_specific,-0.0004350569878220173,-0.0013716484029324936,0.0006145553861412466,0.4335356646433536,1.0,24,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d4,p12,0.4,alpha_specific,-0.0002869934209534357,-0.001161270327607322,0.0005712237775147234,0.4335356646433536,1.0,24,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d4,p12,0.5,alpha_specific,-0.0009214642585948962,-0.0017764095261955288,-0.00017582256959913385,0.4335356646433536,1.0,24,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d4,p12,0.65,alpha_specific,-0.0006871750159135071,-0.0014262022178559404,-3.125646606120628e-05,0.4335356646433536,1.0,24,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d4,p12,0.8,alpha_specific,0.00011116800118996378,-0.0014875877478712867,0.002440279830627017,0.4335356646433536,1.0,24,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d4,p12,,integrated,-0.0003401414935813691,-0.0011223180198381493,0.0005312460191795032,0.4335356646433536,1.0,24,29,d4_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
